Date,Text
2020-6-13,"['Сьогодні, 13 червня, о 01:40 год., до Служби порятунку «101» надійшло повідомлення про пожежу в м. Львові, на вул. Тролейбусна. Про це інформує ГУ ДСНС у Львівській області.\n\nПожежа сталася у квартирі на шостому поверсі дев’ятиповерхового житлового будинку.\n\nНа місці події працювали вогнеборці 4-ої, 30-ої, 2-ої державних пожежно-рятувальних частин м. Львова та оперативно-координаційний центр ГУ ДСНС України у Львівській області.\n\nЗ вікон квартири на шостому поверсі вибивався густий чорний дим, у квартирі знаходився власник, який самостійно не міг покинути помешкання.\n\nЗ допомогою колінчастого автопідіймача, рятувальники потрапили у квартиру, віднайшли власника та спустили на землю, де передали медикам.\n\nУ результаті пожежі власник квартири — чоловік, 1982 року народження, отримав отруєння продуктами горіння та був госпіталізований у Львівську обласну клінічну лікарню.\n\nВогнеборці вивели із задимлених помешкань будинку також 11 осіб, що самостійно не могли вийти на свіже повітря.\n\nО 02:08 год. вогнеборцям вдалось локалізувати пожежу, та о 02:10 год. повністю ліквідувати.\n\nПід час пожежі вогонь знищив речі домашнього вжитку на площі 3 кв. м, пошкодив речі домашнього вжитку на площі 20 кв. м.', 'varta1.com.ua: Новини']"
2020-6-13,"['Автопригода сталася вчора, 12 червня, близько 13 години, у селі Новорічиця. Про це повідомляє відділ комунікації поліції Рівненської області.\n\nПід час руху вантажного автомобіля «УРАЛ-4320», який був навантажений деревиною, під керуванням 24-річного мешканця села Морочне, відпало бортове кільце диску колеса.\n\nДеталь відлетіла близько 20 метрів та вдарила 11-річну місцеву мешканку.\n\nДитина стояла із матір’ю біля магазину, що розташований біля дороги. Дівчинка отримала важкі травми, свідки події власним автомобілем разом із потерпілою поїхали назустріч «швидкій».\n\nПроте, життя дитині врятувати не вдалося.\n\nЗа фактом порушення правил безпеки дорожнього руху, що спричинило смерть потерпілого, слідчим слідчого управління розпочато досудове розслідування за частиною 2 статті 286 Кримінального кодексу України.\n\nВодій вантажівки відповідно до освідування був тверезий.\n\n[gallery link=«file» ids=«199793,199794,199795,199796,199797,199798»]', 'varta1.com.ua: Новини']"
2020-6-13,"['У Львівській області 13 червня грози. Про це інформує ГУ ДСНС у Львівській області.\n\nВночі та вранці подекуди туман видимістю 200–500 м. Вдень значні, по півдню території сильні дощі; пориви північного вітру та шквали 17–22 м/с, місцями град.\n\nРятувальники закликають людей бути уважними і обережними під час перебування на вулиці. Під час погіршення погодних умов, не ходити попід розлогими деревами, а також триматися подалі від рекламних щитів та ліній електропередач.', 'varta1.com.ua: Новини']"
2020-6-13,"['Вчора, 12 червня, близько 21:00 год., на автодорозі «Львів–Луцьк», у місті Кам’янка-Бузька, сталася ДТП. Про це повідмоляє Поліція Львівської обалсті.\n\nВодій автомобіля «Фольксваген Бора», 21-річний місцевий мешканець, виконуючи поворот, не надав переваги у русі автомобілю «Фольксваген Кадді» під керуванням 26-річного мешканця одного з сіл Волинської області.\n\nУ результаті зіткнення тілесні ушкодження отримали та були госпіталізовані водій та двоє пасажирів «Фольксваген Бори», віком 19 та 29 років — мешканці одного з сіл Кам’янка-Бузького району.\n\nЗа фактом слідчі відкрили кримінальне провадження за ч. 1 ст. 286 (порушення правил безпеки дорожнього руху) КК України. Максимальне покарання, передбачене санкцією статті — обмеження волі на термін до трьох років, з позбавленням права керувати транспортними засобами на термін до трьох років або без такого.\n\n[gallery link=«file» ids=«199788,199789,199790»]', 'varta1.com.ua: Новини']"
2020-6-13,"['Вчора ввечері Кабінет міністрів скасував проведення в Україні пробного ЗНО, яке планувалося на 15 і 17 червня. Про це пише «УП», з посиланням на постанову Кабміну та міністра охорони здоров’я Максима Степанова на брифінгу в суботу.\n\nМаксим Степанов на брифінгу: «Було скасовано проведення пробного ЗНО, яке передбачалося 15 червня цього року».\n\nЗгідно з постановою Кабміну від 12 червня, внесено зміни до постанови № 392 про встановлення в Україні карантину.\n\nВони передбачають, що в підпункті 4 пункту 3 постанови, що забороняє відвідування закладів освіти її здобувачами, окрім ряду випадків, вилучено слово «пробному».\n\nТепер на час карантину заборонено відвідування закладів освіти її здобувачами, крім участі «у зовнішньому незалежному оцінюванні, державній підсумковій атестації у формі зовнішнього незалежного оцінювання, вступних випробуваннях, єдиному вступному іспиті з іноземної мови, єдиному фаховому вступному випробуванні, атестації у формі тестових екзаменів ліцензійних інтегрованих іспитів »КРОК«, а також здійснення підтвердження кваліфікації моряків, проведення підготовки моряків, членів екіпажів торговельних суден, у тому числі тих, що здійснюють плавання внутрішніми водними шляхами України, та проведення підготовки судноводіїв малих/маломірних суден».\n\nОновлено: Пробне ЗНО відбудеться дистанційно', 'varta1.com.ua: Новини']"
2020-6-13,"['У п’ятницю, 12 червня, внаслідок несприятливих погодних умов (дощ, гроза, град, пориви вітру), в електричних мережах ПрАТ «Львівобленерго» зафіксовано пошкодження 70 ліній ПЛ 6-10 кВт. Про це інформує департамент з питань цивільного захисту Львівської ОДА.\n\nВнаслідок чого у 13 районах області без електропостачання залишилися 200 населених пунктів (139 повністю, 61 частково).\n\nУ населених пунктах працювало 75 бригад ПрАТ «Львівобленерго» (165 осіб та 83 одиниці техніки).\n\nСтаном на 13 червня, без електропостачання залишаються 6 населених пунктів у Жовківському районі (2 повністю, 4 частково).\n\n12 червня зафіксовано 4 порушення у роботі систем життєзабезпечення (електропостачання — 4, з них відновлено — 0).', 'varta1.com.ua: Новини']"
2020-6-13,"['1 липня минулого року, у селищі Пашена Балка ліцеїст 2-го курсу криворізького ліцею-інтернату з посиленою військово-фізичною підготовкою Олександр Гаркуша врятував життя п’ятьох неповнолітніх дітей. Про це повідомляє «АрміяInform».\n\n\n\nЦього дня Олександр побачив, як на дитячому майданчику гралися малюки, а потім підпалили предмет, що був схожий на боєприпас і невідомо звідкіля опинився в їхніх руках.\n\nДорослих на дитячому майданчику не було.\n\n16-річний хлопець швидко зреагував на небезпеку та відразу кинувся на допомогу дітям. Олександр схопив  «знахідку», що палала, та намагався відкинути її якомога далі. Однак у руках юнака вибухівка рвонула.\n\nВідважний ліцеїст заслонив собою дітей від смертоносних металевих уламків. Усі діти залишилися завдяки Сашку живими, а він сам зазнав важких поранень та травмувань.\n\nЮнак понад два тижні перебував у реанімації, переніс декілька операцій, лікувався та проходив реабілітацію.\n\nПопри важкі травми та тривале відновлення свого здоров’я Олександр Гаркуша успішно закінчив навчання в ліцеї-інтернаті з посиленою військово-фізичною підготовкою.\n\n– Ми пишаємось нашим вихованцем та його сміливим вчинком, — розповів «АрміяInform» заступник начальника криворізького ліцею-інтернату з виховної роботи полковник Олександр Супрун. — Юнак — син військового, ветерана АТО, нині наполегливо готується до вступу в один із військових вишів Міністерства оборони України й мріє стати офіцером. Днями для Сашка надійшла добра звістка. Президент України Володимир Зеленський нагородив його орденом «За мужність» ІІІ ступеня.', 'varta1.com.ua: Новини']"
2020-6-13,"['Вчора, 12 червня, заступниця міського голови й очільниця міського штабу протидії COVID-19 Галина Слічна під час засідання штабу й zoom-колегії з депутатами мерії повідомила, що кожного дня лабораторії відбирають 700−800 ПЛР-аналізів, тож, наразі, не встигають їх опрацювати. Про це інформує пресслужба ЛМР.\n\nВнаслідок цього, кількість захворілих по місту на сьогодні не збільшилась, а залишається приблизно на такому ж рівні, як раніше, оскільки зі значним запізненням отримують результати тестувань.\n\n«Обласна комісія сьогодні заслуховувала всі результати: 21,4 — інцидентність по області і 40 — інцидентність по Львову. Але це не оцінює реальної епідситуації у Львові. Ми проаналізували аналізи за останню добу, і ці аналізи були з 19 травня: тобто люди від 19 травня вже можуть бути здоровими. Тому ці цифри не є коректними, і реального стану за такими аналізами ми не можемо мати.\n\nЩодоби 700−800 ПЛР-аналізів беруть від пацієнтів. До вчора в лабораторному центрі в холодильнику було 2−3 тисячі цих аналізів. Станом на сьогодні в них є лише 700 аналізів, всі інші аналізи передали на Київ в лабораторію. Тому найближчим часом ми можемо сподіватись на більш реальну картину та показники"", — розповіла Галина Слічна.', 'varta1.com.ua: Новини']"
2020-6-13,"['За минулу добу, 12 червня, в Львівській області за результатами ПЛР-діагностики, ще у 132 осіб підтверджено діагноз CoVid-19 (всього підтверджено у — 2658 ос.). Про це повідомив заступник головного лікаря Львівської обласної інфекційної лікарні Ігор Берник.\n\nВчора з лікарні з одужанням від CoVid-19 виписано — 18 осіб, з них 3 медпрацівники.\n\nЗа весь період поступлення в лікарню хворих з CoVid-19:', 'varta1.com.ua: Новини']"
2020-6-13,"['Вчора, 12 червня, ввечері, за процесуального керівництва САП детективи НАБУ викрили факт передачі хабаря. Про це інформує САП.\n\nДетективи задокументували факт надання колишнім високопосадовцем попередньої влади за посередництва його «правої руки», високопосадовця Управління ДФС у місті Києві та інших осіб, неправомірної вигоди заступникові Генерального прокурора — керівнику САП та керівництву НАБУ за прийняття рішення про закриття кримінального провадження, де вказаній особі повідомлено про підозру у вчиненні злочинів, передбачених ч. 5 ст. 191, ч. 3 ст. 209 КК України.\n\nНа місці події було вилучено 6 млн дол. США готівкою.\n\nПопередньо дії кваліфіковані за ознаками злочину, передбаченого ч. 4 ст. 369 КК України.\n\n[gallery link=«file» columns=«2» ids=«199756,199757»]', 'varta1.com.ua: Новини']"
2021-6-13,"['Щоденний випуск новин за минулу добу 13.06:\n— у Львові водій автомобіля не пропустив пожежників;\n— у Мурованому горів автосервіс;\n— на Львівщині горів автомобіль;\n— на Франківщині дитина впала у Черемош і загинула;\n— на Закарпатті чоловік вкрав електросамокат і повіз потягом додому;\n— погода.', '', '', 'varta1.com.ua: Новини']"
2021-6-13,"[""Вчора, 12 червня, із діагнозом COVID-19 по Львівській області госпіталізували 23 людини. Про це повідомляє Департамент охорони здоров'я Львівської ОДА.\n\nСкеровано на самоізоляцію – 373 людини. Аналіз на ПЛР-дослідження вперше набрали у 396 осіб. Померлих — 0 осіб.\n\nПідтверджено коронавірусну інфекцію методом ПЛР у 47 осіб. У реанімації перебуває 50 людей, з них на апаратах ШВЛ — 16.\n\nЗнаходиться хворих в стаціонарах 436 (10,25 %), з них:"", 'varta1.com.ua: Новини']"
2021-6-13,"['Вчора, 12 червня, близько 19:35 год, у селі Кораблище, Млинівської ТГ, Дубенського району, перекинувся трактор. Про це інформує Головне управління ДСНС у Рівненській області.\n\nВодій трактора здійснюючи покос трави не впорався з керуванням з’їхав у меліоративну канаву та перекинувся, від отриманих травм, загинув на місці події.\n\nРятувальники 6-ї державної пожежно-рятувальної частини надавали допомогу працівникам поліції по деблокуванню з трактора ЮМЗ-6 мертвого тіла 33-річного чоловіка.\n\nОбставини смерті встановлюють працівники поліції.', '', '', 'varta1.com.ua: Новини']"
2021-6-13,"['Володимир Зеленський хоче, щоб найкращі викладачі у президентському університеті отримували чотири тисячі «доларів чи євро». Про це повідомив міністр освіти та науки Сергій Шкарлет, передає «Громадське».\n\n«Коли з президентом говорили, то він сказав, що ми хоча б для найкращих маємо виконати зарплату 4 тисячі, хоча б стартувати з цього. Але це будуть кращі, які спроможні... Чотири тисячі доларів або євро», — розповів Шкарлет.\n\nМіністр не уточнив, яка буде заробітна плата у інших працівників: «Дайте спочатку концепцію напишемо».\n\nУ Львівському національному університеті імені Івана Франка з січня 2021 року базовий посадовий оклад викладача становить до 11 641 грн. А у КНУ імені Тараса Шевченка у 2020 році викладачі могли отримати базовий посадовий оклад до 8 тисяч гривень. У залежності від звань та наукового ступеня можливі надбавки.', 'varta1.com.ua: Новини']"
2021-6-13,"['Вчора, 12 червня, у пункт пропуску «Паланка–Маяки–Удобне», що на українсько-молдовському кордоні, на в’їзд в Україну прибула громадянка РФ. Про це інформує ДПСУ.\n\nПід час заходів контролю прикордонники Білгород-Дністровського загону встановили, що іноземка незаконно перебувала в Криму.\n\nПравоохоронцям 59-річна росіянка повідомила, що прямує в Одесу, щоб виступити в театрі. Жінка відома в Росії акторка озвучування та дубляжу, а також співачка.\n\nОскільки на півострів вона потрапила з порушенням встановленого порядку в’їзду та виїзду, у в’їзді на територію України їй відмовили.\n\nКрім того, прикордонники заборонили їй в’їзд в Україну терміном на три роки.', '', '', 'varta1.com.ua: Новини']"
2021-6-13,"['Вчора, 12 червня, близько 12-ї години дня, на вулиці Городоцькій патрульні 2 батальйону побачили чоловіка, який пройшов проїзну частину з порушенням ПДР. Про це інформує Патрульна поліція Львівської області.\n\n\n\nЧоловіка зупинили та вказали на порушення.\n\nПатрульні з’ясували, що 34-річний чоловік перебуває в розшуку відділом поліції № 2 Ужгородського районного управління поліції з 9 червня 2021 року, як особа, яка переховується від суду у справі за ч. 1 ст. 187 (розбій) ККУ.\n\nЧоловіка супроводили у відділ поліції № 1 Львівського районного управління поліції.\n\nТакож на нього винесли постанову за ч. 1 ст. 127 (порушення ПДР пішоходами) КУпАП.', 'varta1.com.ua: Новини']"
2021-6-13,"['Вчора, 12 червня, о 1:50 год, сталася бійка та стрілянина в центрі Івано-Франківська. Про це інформує сектор комунікації поліції Івано-Франківщини.\n\nПравоохоронці попередньо з’ясували, що між компанією із п’яти осіб та двома чоловіками раптово виник словесний конфлікт, який переріс у бійку.\n\nОдин із учасників конфлікту витягнув предмет, схожий на пістолет та, погрожуючи ним, з місця події втік. Інший учасник бійки, якому компанія молодиків нанесла тілесні ушкодження, дістав також предмет, схожий на пістолет і здійснив постріл вгору.\n\nПо медичну допомогу ніхто не звертався.\n\nПатрульні вночі затримали декількох осіб, які можуть бути причетними до хуліганських дій. Всі обставини події будуть встановлені в ході розпочатого кримінального провадження за ч. 2 ст. 296 Кримінального кодексу України.', 'varta1.com.ua: Новини']"
2021-6-13,"['Сім років тому, 13 червня 2014 року, українські військові звільнили Маріуполь від російських окупантів. Про це пише «Еспресо.TV».\n\nІніціативу першими взяли на себе 150 «чорних чоловічків» під командуванням Андрія Білецького, на основі яких пізніше було сформовано добровольчий полк «Азов». Їм допомагали дві роти батальйону «Дніпро», дві роти Національної гвардії, спецпідрозділ Міністерства внутрішніх справ, воїни з «Правого сектору» та місцева проукраїнська громада.\n\nШтурм позицій російський найманців почався о 05:00. Після того було знищено кількох бойовиків, а 20 з них узято в полон.\n\nРозгромлено техніку «ДНР», їхній штаб, виявлено свідчення зв’язків з РФ.\n\nСеред захисників України поранення отримали 5 бійців. При цьому не постраждав ніхто з мирних мешканців.\n\nЦей день став переломним у війні з Росією на Донбасі. Після чого почався масований наступ по усім ділянкам фронту.', 'varta1.com.ua: Новини']"
2021-6-13,"['Вчора, 12 червня, вранці, у пункті пропуску «Порубне» співробітники Держприкордонслужби, спільно з представниками СБУ та митниками, зупинили вантажівку. Про це повідомляє ДПСУ.\n\nТовар знайшли під час здійснення поглибленого огляду вантажного транспортного засобу «ДАФ».\n\nВодій, громадянин України, перевозив «заморожену вишню». У ході проведення спільного огляду серед коробок з вишнями виявлено велику кількість ящиків з тютюновими виробами.\n\nПравоохоронці виявили 387 ящиків тютюнових виробів. В ящиках знаходилось понад 193 тисячі пачок сигарет, оцінених у майже 9,7 млн грн.\n\nhttps://youtu.be/uRfhe3UndSc', '', '', 'varta1.com.ua: Новини']"
2021-6-13,"['Сьогодні, близько 13 год, у Львові сталася смертельна ДТП. Про це пише «Варта1».\n\nБіля Приміського ринку, на вулиці Городоцькій збили людину.\n\nЧоловік загинув на місці ДТП.\n\nПравоохоронці з’ясовують обставини аварії.\n\n ', '', '', 'varta1.com.ua: Новини']"
2021-6-13,"['Сьогодні, 13 червня пориви та шквали північно-західного вітру 15–20 м/с. Вночі та вранці значні дощі, грози, град. (I рівень небезпечності, жовтий). Про це інформує департамент з питань цивільного захисту Львівської ОДА.\n\nПогоду визначатиме вночі вплив активних атмосферних фронтів від циклону над Фінляндією, вдень малоградієнтне баричне поле підвищеного тиску.\n\nПо Львівській області: Хмарно з проясненнями. Вночі та вранці значні дощі, грози, град. Вдень без істотних опадів. Вітер північно-західний, 9–14 м/с, пориви та шквали 15–20 м/с. Температура вночі 8–13 °С тепла, вдень 15–20 °С тепла.\n\nПо місту Львову: Хмарно з проясненнями. Вночі та вранці значний дощ, гроза, град. Вдень без істотних опадів. Вітер північно-західний, 9–14 м/с, пориви та шквали 15–20 м/с.\n\nТемпература вночі 9–11 °С тепла, вдень 17–19 °С тепла.', 'varta1.com.ua: Новини']"
2021-6-13,"['Від початку першого літнього місяця на водних об’єктах України вже загинуло 23 людини, з них 2 дітей. Про це інформує ДСНС України.\n\nНа Кіровоградщині, у м. Олександрія, 11 червня, у ставку потонув чоловік. До вилучення тіла з водойми залучалися рятувальники. Обставини загибелі громадянина, 1985 року народження встановлюються.\n\nВодночас, у Донецькій області бійцям ДСНС вдалося врятували чоловіка, який тонув у місцевому ставку у м. Селидове. Надзвичайники негайно прибули на місце події, одягнули рятувальний жилет на чоловіка та за допомогою рятувальної мотузки допомогли йому вибратися з води на берег, після чого передали потерпілого медикам.\n\nУ м. Херсон, 10 червня, під час чергування на пляжі «Південний» у Гідропарку, рятувальники виявили двох людей, які тонуть. Надзвичайники одразу кинулись їм на допомогу, швидко витягли з води і на плавзасобі доставили на берег. 25-річний чоловік почувався добре, а от 13-річний підліток потребував медичної допомоги. Рятувальники надали необхідну хлопцеві первинну допомогу, після чого швидка забрала його до лікарні. Як з’ясувалося, підліток невдало пірнув, сплигнувши з огорожі мосту, і почав тонути. Йому на допомогу кинувся 25-річний молодик, проте хлопець з переляку почав і його тягнути під воду. У результаті вже рятувальники витягли обох з води.\n\nНа Київщині 9 червня до оперативно-диспетчерської служби Вишгородського району надійшло повідомлення від чергового Національної поліції про те, що на каналі Київського водосховища, поблизу села Ровжі, Пірнівської сільської громади, потонув хлопець, 2003 року народження. Надзвичайники прибули на місце події і підняли з обвідного каналу тіло загиблої дитини.\n\nПід час відпочинку біля водойм заборонено:', 'varta1.com.ua: Новини']"
2021-6-13,"['У Львівській області зареєстровано 136 952 підтверджені випадки захворювання на COVID-19, з них у Львові — 66 619. За останню добу — 47 випадків по області, з них у Львові — 32. Про це інформує пресслужба ЛМР.\n\nУ закладах Львова на стаціонарному лікуванні з пневмоніями  перебуває 71 особа, з них 60 ковідних пацієнтів, в реанімаційному відділенні — 14 осіб, на ШВЛ — 7 осіб.\n\nПоступило за добу у заклади Львова — 8 осіб, виписано — 5 осіб.\n\nВсього проведено 522 001 лабораторне дослідження на виявлення коронавірусу методом ПЛР, за останню добу проведені 578 досліджень методом ПЛР.\n\nЗареєстровано летальних випадків по Львівській області — 3618 (2,6 %), по Львову — 1765 осіб (2,6 %).\n\nВсього одужало по Львівській області — 131 181 особа (95,8%), мешканців Львова — 63 825 осіб (95,8%).\n\nЗахворіло 2697 медичних працівників Львова, з них 32 перебуває на амбулаторному лікуванні, 3 — на стаціонарному лікуванні, 2644 (98,0%) — одужали, 18 — померли.\n\nЗа останню добу бригадами Львова щеплено 1590 осіб. За весь період вакциновано першою дозою 51 460 осіб, з них двома дозами — 3867 осіб.', 'varta1.com.ua: Новини']"
2021-6-13,"['Вчора, 12 червня, близько 09:25 год, сталася пожежа в с. Муроване, Львівського району, на вул. Січових Стрільців, 34,, на першому поверсі в приміщенні ремонтної зони автосервісу, розміром 33×10 м. Про це інформує ГУ ДСНС у Львівській області.\n\nНа місці події працювали пожежно-рятувальні підрозділи ГУ ДСНС України у Львівській області.\n\nВнаслідок пожежі, отримав опіки голови (І ступеня, 3 %) чоловік, 1995 року народження, від госпіталізації відмовився.\n\nПожежу локалізовано о 10:13 год та повністю ліквідовано о 10:18 год, у складі 3-ох ланок газодимозахисної служби.\n\nВогнем пошкоджено стіни та перекриття на площі 120 кв. м, ремонтне обладнання на площі 80 кв. м.\n\nДо ліквідації пожежі залучили 38 фахівців особового складу та 7 одиниць спецтехніки.', '', '', 'varta1.com.ua: Новини']"
2021-6-13,"['Вчора, 12 червня, у районі проведення операції Об’єднаних сил зафіксовано 9 порушень режиму припинення вогню. Про це повідомляє пресцентр ООС.\n\nПоблизу Водяного , що на Приазов’ї, ворог тричі відкривав вогонь з автоматичних станкових, станкових протитанкових, ручних протитанкових, підствольних гранатометів, а також великокаліберних кулеметів і стрілецької зброї.\n\nНеподалік Авдіївки окупанти обстрілювали українські позиції з підствольних гранатометів.\n\nУ районі населеного пункту Піски російсько-окупаційні війська вели вогонь з великокаліберних кулеметів.\n\nБіля Луганського противник здійснював обстріл позицій з мінометів 82-го калібру, станкових протитанкових гранатометів і великокаліберних кулеметів.\n\nУ бік Причепилівки ворог відкривав вогонь з автоматичних станкових, станкових протитанкових, підствольних гранатометів, великокаліберних кулеметів і стрілецької зброї.\n\nПоряд з Новотошківським окупанти здійснювали обстріл з ручних протитанкових гранатометів і стрілецької зброї.\n\nБойових втрат серед українських захисників немає.\n\nКрім того, на півночі Луганської області був зафіксований проліт ворожого безпілотного літального апарату типу «Орлан-3М» із перетином лінії розмежування. БПЛА противника вчасно подавили засобами РЕБ.\n\nПро дії збройних формувань Російської Федерації повідомлено представників ОБСЄ через Українську сторону СЦКК.\n\nСтаном на 7 годину ранку, 13 червня, порушень режиму припинення вогню не зафіксовано.', 'varta1.com.ua: Новини']"
2021-6-13,"['Вчора, 12 червня, близько 15:15 год, на перегоні «Підзамче–Б. П. 1479 км.», регіональної філії «Львівська залізниця» поїзд № 133 «Миколаїв–Рахів», наїхав на двох осіб. Про це інформує департамент з питань цивільного захисту Львівської ОДА.\n\nМашиніст локомотива застосував екстрене гальмування та наїхав на мешканців с. Ямпіль (Мурованська ТГ), Львівського району, 2003 та 2004 року народження.\n\nПотерпілих доправлено до МДКЛ м. Львова для надання медичної допомоги, з діагнозами: «Політравма», «ЗЧМТ. Струс головного мозку».\n\nПричина та обставини випадку з’ясовуються.', 'varta1.com.ua: Новини']"
2021-6-13,"['У Черкасах воїн 24 окремого штурмового батальйону «Айдар» окремої механізованої бригади імені князя Володимира Мономаха Богдан Гаркуша зустрівся з 10-річною дочкою померлого побратима Тимура Манджосова, аби вручити їй батьківську нагороду. Про це повідомляє 53 окрема механізована бригада імені князя Володимира Мономаха.\n\nВідзнака Ради національної безпеки і оборони України — не часта нагорода.\n\n«Сонечко, вибач за тата… Цю нагороду мав отримати Тимур Леонідович та інші захисники до дня народження батальйону «Айдар». Днем заснування батальйону вважають п’яте травня. Це був перший бій у Луганській області біля річки Айдар. Тому і назва така. На сьому річницю всіх мали привітати. Тимур Леонідович отримав свою нагороду трохи із запізненням», — розповів Богдан Гаркуша.\n\nДружина Тимура Манджосова Світлана подякувала за нагороду: «Звісно, це не полегшить наш біль і не поверне нам нашу людину. Він мав багатьох друзів, це про багато що каже. З ним хотіли спілкуватися, він завжди підтримував, допомагав, світла людина була, добра».\n\nСержант штурмової роти 24-го окремого штурмового батальйону «Айдар» Тимур Манджосов з позивним «Балу» воював за Україну з 2014 року і помер 4 травня від ускладнень, отриманих внаслідок COVID-19, у шпиталі Львова.', '', '', 'varta1.com.ua: Новини']"
2021-6-13,"['Вчора, 12 червня, ввечері, пошукові заходи 2-х зниклих неповнолітніх громадян в селі Устечко на річці Дністер було призупинено, результату пошуків немає. Про це пише Сайт міста Тернополя.\n\nСпільні пошуки будуть продовжені 13 червня силами Головного управління та працівників ГУ НП в області.\n\nНаразі, знайдено човен, на якому хлопці вирушили на риболовлю. Його виявили за 6 км за течією від орієнтовного місця зникнення. Також знайшли особисті речі юнаків на березі річки.\n\nВсього до пошуків залучено 96 осіб та 19 одиниць техніки, у тому числі 4 плавзасоби.\n\nНагадаємо, 11 червня, у селі Устечко, що поблизу Заліщиків, зникло двоє 15-річних підлітків, які вирушили на риболовлю. Зниклих Сюсяйла Ігоря Романовича, 2005 р. н., мешканця села Устечко та Харука Петра Михайловича, 2005 р. н., мешканця села Летяче, Чортківського району, оголосили у розшук поліцейські.', '', '', 'varta1.com.ua: Новини']"
2021-6-13,"['Вчора, 12 червня, близько 20:50 год, у селі Тюдів, Косівського району, перебуваючи на відпочинку послизнувся з каміння та впав у річку Черемош 12-річний хлопчик. Про це інформує Головне управління ДСНС України в Івано-Франківській області.\n\nДо аварійно-рятувальних робіт залучено рятувальників Державної пожежно-рятувальної частини #14 (5 чол., 1 од. тех.), місцевої пожежної команди селища Кути (3 чол., 1 од. тех.), пошуково-рятувального відділення міста Косів Спеціалізованої пошуково-рятувальної частини АРЗ СП ГУ ДСНС в області (5 чол., 1 од. тех., 1 катамаран). Оголошено «Збір-аварія» для відділення водолазно-рятувальних робіт аварійно-рятувальної частини АРЗ СП ГУ ДСНС в області.\n\nО 21:12 год до місця події прибули МПК Кути, а о 21:14 год — ДПРЧ-14.\n\nЗі слів очевидців встановлено, що на річці Черемош перебувало троє дітей, один з яких (хлопчик, 12 років) послизнувся з каміння та впав у річку, після чого дитину понесло вниз за течією.\n\nСьогодні, 13 червня, близько 08:00 год, гірські рятувальники підняли на берег тіло дитини, щодо якої здійснювались пошуки.', '', '', 'varta1.com.ua: Новини']"
